,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17,F_18,F_19,F_20,target_cls,target_reg
5741,7,13,5,8,4,7,9,4,4,9,7,9,3,9,8,11,15.700000000000001,5.0,8.71,44.699999999999996,3,10.229999999999999
5742,2,6,4,4,2,12,2,4,3,12,2,10,2,6,3,9,12.56,3.75,4.0200000000000005,42.599999999999994,1,5.109999999999999
5743,4,4,6,3,3,7,6,3,4,9,7,8,7,5,2,8,18.84,5.0,2.68,31.799999999999997,13,6.050000000000001
5744,5,7,7,5,4,4,10,3,4,10,10,9,5,8,1,8,21.98,5.0,4.69,32.699999999999996,14,8.11
5745,2,2,4,3,2,7,11,1,7,7,11,8,1,11,2,8,12.56,8.75,1.34,10.799999999999999,25,6.870000000000001
5746,4,8,6,6,8,9,7,4,7,7,6,5,5,5,7,7,18.84,8.75,5.36,43.199999999999996,4,8.1
5747,4,5,5,4,2,6,11,2,8,11,9,5,1,10,3,4,15.700000000000001,10.0,3.35,21.9,20,6.959999999999999
5748,4,8,5,6,3,7,7,8,5,10,7,8,3,8,3,8,15.700000000000001,6.25,5.36,84.0,15,7.26
5749,9,10,9,5,3,3,10,2,2,10,11,8,8,12,0,7,28.26,2.5,6.7,23.4,23,10.07
5750,6,10,9,8,8,8,7,2,4,9,7,8,8,6,2,8,28.26,5.0,6.7,23.4,13,9.600000000000003
5751,1,3,2,2,1,8,6,6,5,7,7,9,2,10,8,7,6.28,6.25,2.0100000000000002,62.099999999999994,19,5.970000000000001
5752,4,7,6,5,4,7,9,6,5,7,6,6,5,9,1,6,18.84,6.25,4.69,63.3,14,7.279999999999999
5753,5,9,6,7,3,6,8,2,6,15,6,8,2,8,2,8,18.84,7.5,6.03,23.099999999999998,10,7.43
5754,2,4,3,3,2,6,7,5,4,9,8,10,2,9,4,9,9.42,5.0,2.68,52.2,7,6.039999999999999
5755,5,8,7,6,7,7,7,5,4,7,5,7,4,9,6,7,21.98,5.0,5.36,53.4,2,8.53
5756,3,6,5,4,2,4,8,5,1,7,8,8,8,10,0,8,15.700000000000001,1.25,4.0200000000000005,52.8,23,6.760000000000002
5757,4,8,6,6,5,6,8,7,7,8,7,8,3,10,6,9,18.84,8.75,5.36,73.8,20,8.479999999999999
5758,5,8,5,6,3,3,10,2,7,11,11,6,1,11,2,5,15.700000000000001,8.75,5.36,22.799999999999997,25,7.76
5759,4,3,4,4,3,5,11,3,6,11,9,5,1,10,3,6,12.56,7.5,2.0100000000000002,31.499999999999996,6,6.529999999999998
5760,5,12,5,6,3,10,5,4,7,12,4,9,3,8,8,12,15.700000000000001,8.75,8.040000000000001,44.4,17,8.519999999999998
5761,2,4,3,3,1,11,3,3,2,11,2,9,1,6,2,9,9.42,2.5,2.68,31.799999999999997,1,4.029999999999999
5762,3,9,4,7,4,7,6,8,5,6,4,8,3,8,3,7,12.56,6.25,6.03,84.3,15,6.749999999999998
5763,3,6,4,4,2,5,3,5,8,2,2,4,1,6,1,5,12.56,10.0,4.0200000000000005,52.8,12,3.06
5764,3,7,5,5,4,7,7,5,6,7,6,9,6,8,3,7,15.700000000000001,7.5,4.69,53.1,8,7.299999999999999
5765,2,0,2,1,1,8,7,7,5,6,6,9,2,8,3,8,6.28,6.25,0.0,71.39999999999999,17,4.5
5766,4,5,6,8,2,6,8,7,10,5,7,13,1,7,4,9,18.84,12.5,3.35,72.89999999999999,3,7.619999999999999
5767,4,8,6,6,4,5,9,5,6,7,9,10,3,9,1,8,18.84,7.5,5.36,53.4,21,8.009999999999998
5768,1,4,2,3,1,7,8,0,6,13,6,8,0,8,0,8,6.28,7.5,2.68,1.2,9,4.34
5769,2,3,2,2,1,5,10,1,6,10,9,6,1,11,2,5,6.28,7.5,2.0100000000000002,11.1,25,5.369999999999999
5770,5,8,6,6,6,7,8,6,4,8,6,8,3,11,8,11,18.84,5.0,5.36,63.599999999999994,6,9.259999999999998
5771,2,4,4,3,2,7,9,2,4,10,6,6,5,8,1,7,12.56,5.0,2.68,21.599999999999998,14,5.549999999999999
5772,9,11,12,8,8,5,7,4,7,10,9,10,3,8,4,6,37.68,8.75,7.37,44.099999999999994,8,10.79
5773,2,0,2,1,1,7,8,3,0,7,8,8,6,9,0,8,6.28,0.0,0.0,30.599999999999998,23,4.879999999999999
5774,5,8,5,9,5,8,6,7,2,8,7,12,3,8,6,7,15.700000000000001,2.5,5.36,73.8,17,9.129999999999999
5775,6,10,7,5,3,5,9,2,8,11,8,8,4,9,3,6,21.98,10.0,6.7,23.4,24,8.44
5776,1,3,3,2,1,8,9,2,5,13,5,5,1,9,2,9,9.42,6.25,2.0100000000000002,21.299999999999997,6,4.5600000000000005
5777,1,3,3,2,2,6,8,2,7,11,7,9,2,8,4,9,9.42,8.75,2.0100000000000002,21.299999999999997,5,5.299999999999999
5778,4,7,4,9,4,7,7,6,3,8,9,10,3,8,6,8,12.56,3.75,4.69,63.3,17,8.599999999999998
5779,3,3,5,2,2,8,6,2,6,10,5,10,3,8,3,9,15.700000000000001,7.5,2.0100000000000002,21.299999999999997,11,5.6899999999999995
5780,4,9,5,6,3,6,7,7,7,10,8,9,2,9,4,9,15.700000000000001,8.75,6.03,74.1,7,7.729999999999999
5781,2,4,4,3,2,8,7,4,5,8,5,7,2,7,4,11,12.56,6.25,2.68,42.0,18,5.270000000000001
5782,3,8,3,6,2,1,11,3,5,11,11,9,0,8,2,7,9.42,6.25,5.36,33.0,6,6.639999999999999
5783,4,8,5,6,3,7,5,5,4,14,8,14,1,6,1,7,15.700000000000001,5.0,5.36,53.4,10,7.01
5784,5,9,7,6,7,9,7,1,5,9,5,5,5,10,4,6,21.98,6.25,6.03,12.899999999999999,6,8.699999999999998
5785,3,8,3,6,2,1,11,3,4,11,11,9,0,8,2,7,9.42,5.0,5.36,33.0,6,6.639999999999999
5786,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0.0,5.0,4.0200000000000005,42.599999999999994,9,4.01
5787,4,10,6,8,7,8,8,4,5,10,5,6,3,8,5,10,18.84,6.25,6.7,43.8,2,8.53
5788,2,10,3,8,1,13,2,9,4,14,4,12,1,6,0,8,9.42,5.0,6.7,94.8,10,6.129999999999999
5789,3,6,5,4,1,6,8,6,10,7,7,12,1,7,4,9,15.700000000000001,12.5,4.0200000000000005,62.99999999999999,3,6.58
5790,3,5,6,4,2,6,12,2,3,8,11,8,2,10,1,9,18.84,3.75,3.35,21.9,22,7.65
5791,3,9,4,6,3,7,7,6,11,6,6,8,1,8,8,8,12.56,13.75,6.03,63.9,26,7.449999999999999
5792,3,3,5,4,2,8,2,2,2,6,2,8,2,7,2,7,15.700000000000001,2.5,2.0100000000000002,21.299999999999997,1,4.129999999999999
5793,4,6,5,4,3,7,7,8,7,6,6,11,2,9,4,9,15.700000000000001,8.75,4.0200000000000005,83.39999999999999,7,7.179999999999998
5794,5,5,6,4,2,3,9,5,7,11,11,9,3,9,1,6,18.84,8.75,3.35,52.5,21,7.059999999999999
5795,6,8,9,6,4,6,8,2,9,10,9,9,3,8,4,6,28.26,11.25,5.36,22.799999999999997,24,8.869999999999997
5796,1,0,1,0,0,7,10,3,1,7,12,8,1,11,0,8,3.14,1.25,0.0,30.599999999999998,25,5.0
5797,7,9,7,5,3,6,9,5,3,8,7,5,5,12,3,9,21.98,3.75,6.03,53.7,22,8.719999999999997
5798,6,11,9,8,8,7,8,6,6,10,7,5,7,9,6,11,28.26,7.5,7.37,64.5,4,10.34
5799,9,9,12,8,13,8,8,4,4,7,6,7,12,9,7,3,37.68,5.0,6.03,43.5,13,12.669999999999998
5800,4,5,5,7,1,7,7,5,4,7,6,8,3,8,4,8,15.700000000000001,5.0,3.35,52.5,24,6.76
5801,3,3,4,5,4,8,7,7,3,6,5,9,3,8,5,9,12.56,3.75,2.0100000000000002,72.3,17,6.590000000000002
5802,3,6,5,4,4,5,9,3,5,10,9,9,3,8,3,6,15.700000000000001,6.25,4.0200000000000005,32.4,8,7.129999999999997
5803,4,5,4,8,2,1,12,5,4,11,10,7,0,8,3,6,12.56,5.0,3.35,52.5,6,6.739999999999998
5804,3,6,5,4,2,8,9,4,2,6,13,8,3,10,0,8,15.700000000000001,2.5,4.0200000000000005,42.599999999999994,22,7.719999999999999
5805,4,9,6,7,3,5,8,5,1,7,8,8,8,9,0,8,18.84,1.25,6.03,53.7,23,8.01
5806,4,6,5,4,3,8,7,3,7,10,6,8,2,9,4,8,15.700000000000001,8.75,4.0200000000000005,32.4,19,6.92
5807,9,15,8,8,5,10,3,3,3,9,3,6,4,7,5,9,25.12,3.75,10.05,35.099999999999994,7,9.11
5808,4,10,5,8,3,11,4,5,5,15,3,9,0,7,0,8,15.700000000000001,6.25,6.7,54.0,10,6.499999999999998
5809,7,10,9,8,9,9,4,6,3,8,5,10,11,6,5,8,28.26,3.75,6.7,64.19999999999999,7,10.33
5810,5,9,5,4,3,9,7,2,6,10,4,7,5,9,3,9,15.700000000000001,7.5,6.03,23.099999999999998,11,7.399999999999999
5811,6,12,5,7,3,7,10,6,4,9,9,5,5,12,3,8,15.700000000000001,5.0,8.040000000000001,64.8,22,9.599999999999998
5812,5,11,7,8,6,7,7,4,8,7,6,6,3,8,5,8,21.98,10.0,7.37,44.099999999999994,18,8.649999999999999
5813,3,9,4,7,3,7,7,0,6,13,6,8,0,8,1,8,12.56,7.5,6.03,2.6999999999999997,9,6.43
5814,6,11,9,8,8,8,8,5,6,10,6,5,4,8,4,9,28.26,7.5,7.37,54.3,4,9.51
5815,3,5,4,4,2,4,11,2,7,11,10,6,1,11,2,5,12.56,8.75,3.35,21.9,25,6.66
5816,6,9,6,7,4,6,11,3,7,11,9,5,1,12,2,4,18.84,8.75,6.03,33.3,20,8.859999999999998
5817,4,11,5,8,3,10,6,1,7,13,3,7,0,7,0,8,15.700000000000001,8.75,7.37,13.5,10,6.529999999999999
5818,4,9,4,6,4,6,10,8,3,7,4,8,2,7,5,11,12.56,3.75,6.03,84.3,18,7.279999999999999
5819,7,10,8,8,5,5,7,6,8,9,7,9,5,11,5,3,25.12,10.0,6.7,64.19999999999999,21,9.88
5820,7,13,6,7,3,9,2,2,5,8,1,8,3,7,5,10,18.84,6.25,8.71,24.299999999999997,19,7.369999999999999
5821,4,9,5,7,3,6,8,6,8,7,6,14,1,8,4,9,15.700000000000001,10.0,6.03,63.9,3,8.149999999999999
5822,2,7,3,5,3,8,7,5,7,5,6,6,0,8,8,8,9.42,8.75,4.69,53.1,19,6.499999999999998
5823,4,10,5,8,5,8,7,12,1,6,6,8,5,8,0,9,15.700000000000001,1.25,6.7,125.39999999999999,14,7.879999999999999
5824,3,5,5,4,2,7,7,3,8,11,5,7,1,8,4,8,15.700000000000001,10.0,3.35,32.099999999999994,19,5.75
5825,4,7,5,5,2,8,6,7,7,6,6,9,2,8,6,11,15.700000000000001,8.75,4.69,73.49999999999999,7,7.16
5826,3,5,5,4,3,6,6,6,6,6,6,9,2,8,4,8,15.700000000000001,7.5,3.35,62.699999999999996,7,6.1
5827,5,9,7,6,5,9,8,6,6,6,5,4,7,11,3,5,21.98,7.5,6.03,63.9,14,8.74
5828,3,5,5,8,7,8,11,5,0,8,6,6,4,10,6,8,15.700000000000001,0.0,3.35,52.5,16,8.87
5829,5,7,7,6,7,5,8,5,3,6,5,8,9,7,5,7,21.98,3.75,4.69,53.1,13,8.48
5830,6,7,8,11,8,10,12,6,0,4,7,11,6,15,5,8,25.12,0.0,4.69,63.3,17,12.939999999999998
5831,7,10,7,8,4,4,11,2,4,9,11,7,4,9,1,7,21.98,5.0,6.7,23.4,22,9.37
5832,4,7,5,5,4,5,11,8,3,10,7,3,2,11,3,7,15.700000000000001,3.75,4.69,83.69999999999999,16,7.1899999999999995
5833,8,13,8,7,4,11,7,4,5,9,4,5,6,9,4,8,25.12,6.25,8.71,44.699999999999996,8,9.709999999999997
5834,3,8,5,6,2,5,10,1,3,8,11,8,1,11,0,8,15.700000000000001,3.75,5.36,12.6,25,7.609999999999998
5835,3,3,4,1,2,3,11,3,2,10,10,8,5,11,0,7,12.56,2.5,2.0100000000000002,31.499999999999996,23,6.25
5836,5,7,7,5,3,5,12,2,6,13,7,4,1,10,2,7,21.98,7.5,4.69,22.5,6,7.359999999999999
5837,3,5,5,4,3,6,8,2,8,11,8,9,2,8,4,8,15.700000000000001,10.0,3.35,21.9,5,6.74
5838,3,4,4,3,2,5,8,5,7,9,8,9,3,10,2,5,12.56,8.75,2.68,52.2,21,6.210000000000001
5839,2,4,4,3,2,7,7,2,7,10,5,7,1,8,5,8,12.56,8.75,2.68,21.599999999999998,19,5.32
5840,9,15,8,8,4,8,10,5,4,5,6,10,7,12,2,6,25.12,5.0,10.05,55.5,14,11.670000000000002
5841,2,1,4,2,1,8,2,2,1,7,2,8,2,6,3,6,12.56,1.25,0.67,20.7,1,3.11
5842,2,6,3,4,2,4,11,5,5,11,10,6,2,10,2,6,9.42,6.25,4.0200000000000005,52.8,6,6.43
5843,7,10,6,5,4,8,6,4,5,7,7,7,6,7,4,6,18.84,6.25,6.7,43.8,21,8.299999999999999
5844,6,9,9,6,5,5,8,1,8,10,10,9,3,8,3,6,28.26,10.0,6.03,12.899999999999999,24,8.969999999999999
5845,1,0,2,1,0,7,10,2,2,7,12,8,1,11,0,8,6.28,2.5,0.0,20.4,25,5.289999999999999
5846,3,6,5,9,7,8,13,3,1,9,8,6,4,11,2,7,15.700000000000001,1.25,4.0200000000000005,32.4,16,9.370000000000001
5847,3,8,4,6,2,7,7,3,13,10,6,8,0,8,8,8,12.56,16.25,5.36,33.0,26,7.07
5848,4,7,6,5,3,6,8,1,8,10,8,9,3,8,3,7,18.84,10.0,4.69,12.299999999999999,24,7.419999999999998
5849,6,5,7,4,4,4,11,2,2,9,9,8,7,11,1,6,21.98,2.5,3.35,21.9,23,8.52
5850,5,9,8,7,5,10,7,3,7,10,3,6,3,6,4,11,25.12,8.75,6.03,33.3,18,7.77
5851,3,8,6,6,4,10,5,1,4,8,2,6,2,7,4,8,18.84,5.0,5.36,12.6,1,6.33
5852,2,7,3,5,1,5,7,6,8,6,6,12,1,7,4,9,9.42,10.0,4.69,63.3,3,5.9399999999999995
5853,5,10,7,8,6,8,7,7,6,7,7,9,6,8,4,7,21.98,7.5,6.7,74.39999999999999,21,9.46
5854,3,5,5,6,4,7,10,4,4,8,7,7,3,9,6,5,15.700000000000001,5.0,3.35,42.3,6,7.839999999999998
5855,5,10,6,8,4,7,7,3,6,10,6,8,2,8,5,8,18.84,7.5,6.7,33.599999999999994,19,8.280000000000001
5856,3,5,5,4,5,7,6,4,3,7,6,9,5,10,7,12,15.700000000000001,3.75,3.35,42.3,5,7.690000000000001
5857,4,5,6,6,5,8,8,4,6,6,7,7,3,10,8,10,18.84,7.5,3.35,42.3,10,8.569999999999997
5858,7,10,10,7,7,4,8,1,7,9,8,11,3,8,3,6,31.400000000000002,8.75,6.7,13.2,11,9.629999999999997
5859,3,7,4,5,2,7,5,6,9,4,6,9,0,9,9,8,12.56,11.25,4.69,63.3,19,6.919999999999998
5860,5,11,6,8,3,5,9,11,6,8,6,5,2,10,4,8,18.84,7.5,7.37,115.49999999999999,16,8.089999999999998
5861,7,10,7,8,4,4,11,2,4,8,11,7,5,11,1,7,21.98,5.0,6.7,23.4,22,9.85
5862,3,3,4,5,2,8,4,14,5,7,12,8,3,9,0,8,12.56,6.25,2.0100000000000002,143.7,21,6.16
5863,5,10,6,7,3,7,7,4,15,9,6,8,0,8,8,8,18.84,18.75,6.7,43.8,26,8.209999999999999
5864,4,8,6,6,4,9,5,3,0,8,1,8,2,7,1,8,18.84,0.0,5.36,33.0,1,6.010000000000002
5865,7,11,9,8,9,7,6,8,4,7,5,8,5,8,11,2,28.26,5.0,7.37,84.89999999999999,1,10.74
5866,6,7,4,11,4,8,7,4,3,11,6,7,3,9,10,6,12.56,3.75,4.69,42.9,26,9.29
5867,5,9,7,6,6,8,8,8,5,6,7,9,3,8,4,5,21.98,6.25,6.03,84.3,21,8.839999999999998
5868,5,10,5,8,4,7,8,9,7,7,5,6,2,8,9,10,15.700000000000001,8.75,6.7,94.8,2,8.479999999999999
5869,3,6,5,4,3,9,7,4,5,11,5,6,3,8,2,8,15.700000000000001,6.25,4.0200000000000005,42.599999999999994,4,6.130000000000001
5870,8,10,8,8,5,5,11,2,7,11,10,5,2,12,2,4,25.12,8.75,6.7,23.4,20,9.98
5871,3,5,6,4,3,9,8,3,5,10,3,5,5,9,1,8,18.84,6.25,3.35,32.099999999999994,14,6.140000000000001
5872,2,3,2,2,1,7,7,7,4,7,6,8,2,8,2,7,6.28,5.0,2.0100000000000002,72.3,15,4.590000000000002
5873,4,6,4,4,1,8,5,12,5,7,15,8,3,9,0,8,12.56,6.25,4.0200000000000005,124.19999999999999,21,7.049999999999999
5874,3,9,4,7,1,0,1,6,6,0,0,6,0,8,0,8,12.56,7.5,6.03,63.9,12,2.6999999999999997
5875,5,10,6,7,5,8,6,8,7,8,4,10,4,9,5,6,18.84,8.75,6.7,84.6,15,8.65
5876,5,8,7,6,8,7,7,7,5,7,5,8,7,9,8,6,21.98,6.25,5.36,73.8,13,9.459999999999999
5877,3,7,3,5,2,3,7,6,10,7,6,14,0,8,7,8,9.42,12.5,4.69,63.3,5,6.700000000000001
5878,4,4,6,6,3,4,8,5,1,7,8,8,8,9,0,8,18.84,1.25,2.68,52.2,23,7.049999999999999
5879,7,10,6,5,4,8,4,4,3,8,6,10,4,9,6,7,18.84,3.75,6.7,43.8,7,8.649999999999999
5880,10,10,8,14,6,9,6,5,5,4,12,6,5,10,6,7,25.12,6.25,6.7,54.0,25,12.159999999999998
5881,5,6,5,4,4,5,11,3,2,9,8,7,6,12,2,7,15.700000000000001,2.5,4.0200000000000005,32.4,23,8.290000000000001
5882,5,10,8,8,7,8,6,6,5,6,8,8,8,6,2,7,25.12,6.25,6.7,64.19999999999999,13,9.15
5883,5,10,6,7,4,6,8,5,8,11,10,7,2,10,5,5,18.84,10.0,6.7,54.0,19,8.96
5884,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0.0,5.0,4.69,42.9,9,4.300000000000001
5885,3,6,5,4,4,8,7,5,2,7,6,9,4,8,7,10,15.700000000000001,2.5,4.0200000000000005,52.8,5,7.540000000000001
5886,1,0,2,1,1,6,7,8,6,7,6,6,2,8,3,8,6.28,7.5,0.0,81.6,4,3.600000000000001
5887,3,9,4,6,2,1,12,5,4,11,10,7,0,8,3,6,12.56,5.0,6.03,53.7,6,6.799999999999999
5888,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0.0,5.0,0.0,40.8,9,2.6299999999999994
5889,4,7,6,5,3,5,8,5,1,7,8,8,8,9,0,8,18.84,1.25,4.69,53.1,23,7.450000000000001
5890,3,5,4,4,3,8,7,7,4,9,5,8,2,8,2,8,12.56,5.0,3.35,72.89999999999999,15,5.860000000000001
5891,4,6,5,4,3,7,8,3,7,10,4,7,2,6,4,8,15.700000000000001,8.75,4.0200000000000005,32.4,19,5.950000000000001
5892,2,3,3,2,1,5,8,5,6,11,9,9,3,9,1,6,9.42,7.5,2.0100000000000002,51.9,21,5.32
5893,6,10,5,5,3,7,6,5,4,9,5,9,6,5,6,11,15.700000000000001,5.0,6.7,54.0,18,7.630000000000001
5894,2,1,3,2,1,8,6,7,5,6,6,8,3,8,4,8,9.42,6.25,0.67,71.69999999999999,17,4.879999999999999
5895,7,10,8,8,4,4,8,6,9,12,9,13,2,9,3,7,25.12,11.25,6.7,64.19999999999999,3,9.599999999999998
5896,5,4,5,6,4,6,7,9,7,7,6,7,2,8,9,10,15.700000000000001,8.75,2.68,93.0,2,7.359999999999999
5897,2,7,3,5,2,7,7,3,11,8,6,8,0,8,7,8,9.42,13.75,4.69,32.699999999999996,26,6.340000000000002
5898,4,8,4,6,3,6,7,9,7,7,6,7,2,8,9,10,12.56,8.75,5.36,94.2,2,7.449999999999999
5899,4,8,4,6,3,6,6,6,7,11,7,12,2,10,3,10,12.56,8.75,5.36,63.599999999999994,7,7.59
5900,4,9,3,5,2,6,10,2,5,13,6,4,1,9,4,8,9.42,6.25,6.03,23.099999999999998,9,6.5600000000000005
5901,4,7,6,5,3,8,10,1,6,4,11,9,2,11,2,8,18.84,7.5,4.69,12.299999999999999,25,8.8
5902,3,2,4,3,2,5,10,4,4,10,8,3,1,10,3,6,12.56,5.0,1.34,41.4,16,5.359999999999999
5903,5,9,7,6,7,7,7,5,5,6,7,9,8,6,2,8,21.98,6.25,6.03,53.7,13,8.58
5904,4,7,5,5,2,5,8,6,8,12,9,11,2,10,3,7,15.700000000000001,10.0,4.69,63.3,3,7.659999999999997
5905,8,13,7,7,4,11,4,3,2,8,4,10,5,5,4,9,21.98,2.5,8.71,34.5,1,8.919999999999998
5906,6,8,8,7,7,6,8,6,6,7,8,7,4,11,9,8,25.12,7.5,5.36,63.599999999999994,20,10.25
5907,2,2,3,3,1,7,10,1,7,7,11,8,1,11,2,8,9.42,8.75,1.34,10.799999999999999,25,6.4300000000000015
5908,2,1,2,2,1,7,8,4,0,7,8,8,6,10,0,8,6.28,0.0,0.67,41.099999999999994,23,5.34
5909,1,0,2,0,0,7,6,9,0,7,8,8,5,6,0,8,6.28,0.0,0.0,91.8,13,3.44
5910,3,7,3,4,2,5,10,8,4,7,4,8,3,7,5,11,9.42,5.0,4.69,83.69999999999999,18,6.119999999999999
5911,6,10,7,6,4,13,2,4,3,12,1,9,5,5,1,9,21.98,3.75,6.7,43.8,13,7.0
5912,4,5,5,3,2,6,11,2,8,11,9,4,1,11,3,4,15.700000000000001,10.0,3.35,21.9,20,6.849999999999998
5913,5,5,6,7,6,9,11,5,4,6,7,7,5,10,7,5,18.84,5.0,3.35,52.5,25,9.77
5914,2,2,3,3,2,7,11,2,7,7,11,8,1,11,1,8,9.42,8.75,1.34,21.0,20,6.58
5915,4,9,6,7,6,9,9,4,3,8,4,6,4,8,5,4,18.84,3.75,6.03,43.5,10,8.42
5916,2,1,2,2,1,6,7,4,8,7,6,11,3,8,5,9,6.28,10.0,0.67,41.099999999999994,11,5.16
5917,3,6,4,4,2,8,6,11,1,6,9,8,7,6,0,8,12.56,1.25,4.0200000000000005,113.99999999999999,13,6.23
5918,4,9,6,7,4,8,2,1,2,6,2,8,2,7,3,6,18.84,2.5,6.03,12.899999999999999,1,6.07
5919,6,13,5,7,4,7,8,4,4,11,5,9,3,9,8,11,15.700000000000001,5.0,8.71,44.699999999999996,5,9.449999999999998
5920,2,0,2,1,1,7,8,3,0,7,8,8,6,10,0,8,6.28,0.0,0.0,30.599999999999998,23,5.059999999999999
5921,6,8,9,6,10,6,8,4,3,7,4,8,14,3,4,7,28.26,3.75,5.36,43.199999999999996,13,9.179999999999998
5922,4,7,6,6,6,6,8,3,3,8,7,8,5,12,9,9,18.84,3.75,4.69,32.699999999999996,5,9.53
5923,1,0,2,0,1,7,6,9,0,7,8,8,5,6,0,8,6.28,0.0,0.0,91.8,13,3.57
5924,6,9,6,4,3,12,2,4,5,12,2,9,4,7,2,10,18.84,6.25,6.03,43.5,4,6.68
5925,2,6,3,4,3,8,7,5,6,6,5,4,3,8,3,7,9.42,7.5,4.0200000000000005,52.8,4,5.4
5926,9,15,7,8,4,8,2,3,2,8,4,12,5,5,5,7,21.98,2.5,10.05,35.099999999999994,1,9.1
5927,4,9,4,6,2,7,7,4,14,9,6,8,0,8,8,8,12.56,17.5,6.03,43.5,26,7.359999999999999
5928,5,7,6,10,11,8,6,6,1,7,6,7,9,8,6,8,18.84,1.25,4.69,63.3,16,9.940000000000001
5929,6,9,6,4,2,6,9,4,2,9,7,5,5,12,2,7,18.84,2.5,6.03,43.5,22,7.99
5930,1,0,2,0,0,7,8,4,0,7,8,8,5,9,0,8,6.28,0.0,0.0,40.8,23,4.32
5931,1,3,1,2,0,7,7,1,7,13,6,8,0,8,0,8,3.14,8.75,2.0100000000000002,11.1,9,3.6200000000000014
5932,3,4,4,6,2,3,8,6,10,7,6,14,0,8,7,7,12.56,12.5,2.68,62.4,5,6.77
5933,4,8,5,6,2,7,6,6,9,5,6,10,0,9,9,8,15.700000000000001,11.25,5.36,63.599999999999994,19,7.809999999999999
5934,5,7,6,5,5,6,7,7,6,7,6,8,3,9,6,10,18.84,7.5,4.69,73.49999999999999,20,7.859999999999999
5935,3,5,5,4,5,7,8,4,4,7,6,8,6,9,7,8,15.700000000000001,5.0,3.35,42.3,2,7.83
5936,7,11,6,6,3,9,4,4,3,8,3,5,4,7,4,9,18.84,3.75,7.37,44.099999999999994,7,7.15
5937,2,4,4,3,2,6,7,2,6,10,7,10,3,8,2,8,12.56,7.5,2.68,21.599999999999998,11,5.670000000000002
5938,6,11,8,8,9,8,6,6,3,6,7,8,8,8,5,5,25.12,3.75,7.37,64.5,23,10.360000000000001
5939,7,12,5,6,3,5,8,6,4,10,7,9,5,10,5,8,15.700000000000001,5.0,8.040000000000001,64.8,15,9.149999999999999
5940,7,11,10,8,9,8,7,3,6,10,4,7,4,9,4,9,31.400000000000002,7.5,7.37,33.9,8,9.93
5941,2,7,4,5,1,7,14,0,5,7,10,8,0,8,0,8,12.56,6.25,4.69,2.1,20,7.089999999999998
5942,1,0,1,1,1,5,7,5,8,7,6,12,0,8,6,9,3.14,10.0,0.0,51.0,5,4.35
5943,4,7,5,5,2,8,3,2,8,9,2,9,1,6,3,9,15.700000000000001,10.0,4.69,22.5,12,5.119999999999999
5944,6,11,6,6,4,10,6,3,6,9,4,7,5,10,6,8,18.84,7.5,7.37,33.9,4,9.01
5945,1,0,2,1,0,7,4,2,0,7,2,8,2,7,1,8,6.28,0.0,0.0,20.4,1,2.32
5946,9,14,11,8,7,6,4,3,2,8,4,10,10,1,1,8,34.54,2.5,9.38,34.8,13,8.94
5947,4,5,5,3,2,6,11,2,8,11,9,5,3,9,3,4,15.700000000000001,10.0,3.35,21.9,20,6.869999999999999
5948,2,1,2,1,0,8,10,3,1,6,13,8,1,11,0,8,6.28,1.25,0.67,30.9,25,5.890000000000001
5949,1,0,1,0,0,7,7,3,4,7,6,8,2,8,3,8,3.14,5.0,0.0,30.599999999999998,24,3.6200000000000006
5950,4,9,5,6,3,10,6,3,6,10,4,8,2,9,5,10,15.700000000000001,7.5,6.03,33.3,19,7.609999999999999
5951,1,3,2,2,1,8,7,6,3,9,6,8,2,8,2,8,6.28,3.75,2.0100000000000002,62.099999999999994,15,4.590000000000002
5952,2,7,3,4,2,4,12,8,2,10,6,4,1,10,3,8,9.42,2.5,4.69,83.69999999999999,16,5.879999999999999
5953,4,8,4,6,3,7,6,12,4,7,12,8,3,9,0,8,12.56,5.0,5.36,124.8,21,7.429999999999998
5954,6,11,9,8,11,7,8,6,4,7,6,8,6,9,9,8,28.26,5.0,7.37,64.5,13,11.33
5955,5,7,7,5,3,7,9,2,4,10,6,6,5,9,1,7,21.98,5.0,4.69,22.5,14,7.449999999999999
5956,5,9,5,7,4,5,11,2,7,11,10,5,1,12,2,4,15.700000000000001,8.75,6.03,23.099999999999998,20,8.549999999999999
5957,5,6,7,8,1,6,11,3,2,9,12,8,1,11,0,8,21.98,2.5,4.0200000000000005,32.4,25,8.6
5958,2,6,3,4,2,7,7,9,6,7,6,7,2,8,8,9,9.42,7.5,4.0200000000000005,93.6,2,6.309999999999999
5959,4,9,6,6,4,7,7,3,8,5,6,7,3,9,7,6,18.84,10.0,6.03,33.3,24,8.15
5960,7,10,9,8,11,8,8,5,3,9,5,7,5,8,12,8,28.26,3.75,6.7,54.0,19,11.379999999999999
5961,11,13,9,7,4,5,9,5,6,3,3,12,6,12,2,7,28.26,7.5,8.71,54.9,14,10.780000000000001
